Awardee;Funds Obligated to Date;Agency
OREGON STATE UNIVERSITY;$572,095;NSF
CALIFORNIA INSTITUTE OF TECHNOLOGY;$400,000;NSF
FLORIDA STATE UNIVERSITY, THE;$566,287;NSF
WILLIAM MARSH RICE UNIVERSITY;$599,630;NSF
CSU CHICO RESEARCH FOUNDATION;$149,102;NSF
YALE UNIVERSITY;$143,700;NSF
UNIVERSITY OF CALIFORNIA, DAVIS;$150,078;NSF
OREGON STATE UNIVERSITY;$124,706;NSF
RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK, THE;$14,931;NSF
REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE;$19,175;NSF
OHIO STATE UNIVERSITY, THE;$12,822;NSF
UNIVERSITY OF SOUTHERN CALIFORNIA;$827,621;NSF
UNIVERSITY OF WASHINGTON;$708,615;NSF
WOODS HOLE OCEANOGRAPHIC INSTITUTION;$240,000;NSF
UNIVERSITY OF NEW MEXICO;$597,010;NSF
UNIVERSITY OF HAWAII SYSTEMS;$163,311;NSF
UNIVERSITY OF ARIZONA;$65,000;NSF
WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION;$65,000;NSF
HARVARD COLLEGE, PRESIDENT & FELLOWS OF;$11,695;NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN;$1,999,612;NSF
NORTH CAROLINA STATE UNIVERSITY;$1,999,985;NSF
COLORADO STATE UNIVERSITY;$2,011,491;NSF
LEHIGH UNIVERSITY;$1,999,999;NSF
NORTH CAROLINA STATE UNIVERSITY;$240,804;NASA
UNIVERSITY OF MARYLAND;$960,000;NSF
LELAND STANFORD JUNIOR UNIVERSITY, THE;$11,893;NSF
GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION, INC.;$260,000;NSF
UNIVERSITY OF VERMONT & STATE AGRICULTURAL COLLEGE;$81,993;NSF
MICHIGAN STATE UNIVERSITY;$41,624;NSF
UNIVERSITY SYSTEM OF NEW HAMPSHIRE;$74,998;NSF
UNIVERSITY OF KENTUCKY;$428,140;NSF
TRINITY UNIVERSITY;$510,000;NSF
UNIVERSITY OF MONTANA SYSTEM;$260,000;NSF
CORNELL UNIVERSITY, INC;$350,000;NSF
LOUISIANA STATE UNIVERSITY (INC);$17,040;NSF
UNIVERSITY OF DELAWARE;$13,860;NSF
UNIVERSITY OF CALIFORNIA, LOS ANGELES;$0;NSF
UNIVERSITY OF CALIFORNIA, SANTA CRUZ;$437,985;NSF
YALE UNIVERSITY;$60,000;NASA
REGENTS OF THE UNIVERSITY OF MICHIGAN;$60,000;NASA
UNIVERSITY OF CALIFORNIA, SANTA CRUZ;$60,000;NASA
UNIVERSITY OF HOUSTON SYSTEM;$66,236;NSF
COLORADO SEMINARY;$50,023;NSF
LEHIGH UNIVERSITY;$50,000;NSF
REGENTS OF THE UNIVERSITY OF MINNESOTA;$165,695;NSF
UNIVERSITY OF WISCONSIN SYSTEM;$209,993;NSF
UNIVERSITY OF CALIFORNIA, DAVIS;$200,000;NSF
OHIO STATE UNIVERSITY, THE;$149,940;NSF
WORCESTER POLYTECHNIC INSTITUTE;$199,448;NSF
CLARKSON UNIVERSITY;$69,980;NSF
UNIVERSITY OF KENTUCKY;$308,000;NSF
IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY;$532,497;NSF
HARVARD COLLEGE, PRESIDENT & FELLOWS OF;$60,000;NASA
RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY;$350,000;NASA
REGENTS OF THE UNIVERSITY OF COLORADO, THE;$242,000;NASA
RENSSELAER POLYTECHNIC INSTITUTE;$759,237;NSF
UNIVERSITY OF CHICAGO, THE;$231,275;NSF
WASHINGTON STATE UNIVERSITY;$2,010,000;NSF
WAYNE STATE UNIVERSITY (INC);$120,000;NSF
TEXAS A & M UNIVERSITY;$124,098;NASA
UNIVERSITY OF TENNESSEE;$60,000;NSF
REGENTS OF THE UNIVERSITY OF COLORADO, THE;$135,000;NASA
REGENTS OF THE UNIVERSITY OF MICHIGAN;$166,661;NSF
DUKE UNIVERSITY;$199,449;NSF
TEXAS A & M UNIVERSITY;$199,000;NSF
UNIVERSITY OF CONNECTICUT;$2,099,965;NSF
CALIFORNIA STATE UNIVERSITY, CHANNEL ISLANDS;$24,992;NSF
RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK, THE;$596,329;NSF
UNIVERSITY OF MISSOURI SYSTEM;$133,272;NSF
CALIFORNIA INSTITUTE OF TECHNOLOGY;$2,000,000;NSF
NORTHEASTERN UNIVERSITY;$2,000,000;NSF
UNIVERSITY OF CALIFORNIA, LOS ANGELES;$2,000,000;NSF
TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA;$1,999,000;NSF
UNIVERSITY OF ARIZONA;$360,000;NSF
GEORGIA TECH RESEARCH CORPORATION;$1,999,890;NSF
UNIVERSITY OF SOUTHERN CALIFORNIA;$2,000,000;NSF
UNIVERSITY OF CALIFORNIA, SANTA BARBARA;$499,875;NSF
UNIVERSITY OF OKLAHOMA;$141,356;NSF
UNIVERSITY OF NEVADA, RENO;$239,446;NSF
PURDUE UNIVERSITY;$515,000;NSF
POMONA COLLEGE;$23,521;NSF
TEXAS A & M UNIVERSITY;$121,546;NSF
MASSACHUSETTS INSTITUTE OF TECHNOLOGY;$2,000,000;NSF
UNIVERSITY OF ARKANSAS SYSTEM;$614,500;NSF
UNIVERSITY OF WISCONSIN SYSTEM;$599,766;NSF
CASE WESTERN RESERVE UNIVERSITY;$596,365;NSF
ASSOCIATION FOR COMPUTING MACHINERY, INC.;$99,990;NSF
UTAH STATE UNIVERSITY;$599,777;NSF
AUBURN UNIVERSITY;$598,777;NSF
;$190,000;NSF
;$85,000;NSF
;$170,000;NSF
;$170,000;NSF
;$170,000;NSF
;$85,000;NSF
;$170,000;NSF
;$170,000;NSF
;$190,000;NSF
;$190,000;NSF
DUKE UNIVERSITY;$159,868;NSF
RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK, THE;$201,376;NSF
UNIVERSITY OF PITTSBURGH THE;$459,697;NSF
REGENTS OF THE UNIVERSITY OF MINNESOTA;$286,391;NSF
ILLINOIS INSTITUTE OF TECHNOLOGY;$52,000;NSF
TRUSTEES OF BOSTON UNIVERSITY;$249,954;NSF
UNIVERSITY OF TEXAS AT AUSTIN;$334,111;NASA
WASHINGTON UNIVERSITY, THE;$220,000;NSF
TRUSTEES OF PRINCETON UNIVERSITY, THE;$163,358;NSF
TRUSTEES OF THE COLORADO SCHOOL OF MINES;$305,558;NSF
UNIVERSITY OF MASSACHUSETTS;$136,493;NSF
CHRISTOPHER NEWPORT UNIVERSITY;$663,145.56;NASA
REGENTS OF THE UNIVERSITY OF MICHIGAN;$293,832;NSF
OREGON STATE UNIVERSITY;$196,191;NSF
UNIVERSITY OF TENNESSEE;$0;NSF
SMITHSONIAN INSTITUTION;$187,742;NSF
PURDUE UNIVERSITY;$328,955;NSF
OREGON STATE UNIVERSITY;$139,999;NSF
MISSISSIPPI STATE UNIVERSITY;$126,856;NASA
HARVARD COLLEGE, PRESIDENT & FELLOWS OF;$135,150;NASA
SOUTH CAROLINA RESEARCH FOUNDATION;$194,572;NASA
WILLIAM MARSH RICE UNIVERSITY;$117,843;NASA
MASSACHUSETTS INSTITUTE OF TECHNOLOGY;$136,000;NASA
MASSACHUSETTS INSTITUTE OF TECHNOLOGY;$136,000;NASA
MICHIGAN TECHNOLOGICAL UNIVERSITY;$136,000;NASA
WILLIAM MARSH RICE UNIVERSITY;$119,298;NASA
REGENTS OF THE UNIVERSITY OF CALIFORNIA AT RIVERSIDE;$178,000;NSF
COLORADO STATE UNIVERSITY;$281,777;NSF
COLORADO STATE UNIVERSITY;$281,777;NSF
ARIZONA STATE UNIVERSITY;$333,191;NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN;$642,574;NSF
RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK, THE;$410,643;NSF
DUKE UNIVERSITY;$240,001;NSF
JOHNS HOPKINS UNIVERSITY, THE;$349,771;NSF
DREXEL UNIVERSITY;$285,000;NSF
LELAND STANFORD JUNIOR UNIVERSITY, THE;$210,510;NSF
WOODS HOLE OCEANOGRAPHIC INSTITUTION;$185,622;NSF
TRUSTEES OF PRINCETON UNIVERSITY, THE;$158,215;NSF
UNIVERSITY OF TEXAS AT AUSTIN;$329,999;NSF
REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE;$189,491;NSF
OHIO STATE UNIVERSITY, THE;$209,340;NSF
REGENTS OF THE UNIVERSITY OF MINNESOTA;$435,000;NSF
TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA;$340,290;NSF
UNIVERSITY OF FLORIDA;$330,000;NSF
UNIVERSITY OF CALIFORNIA, LOS ANGELES;$354,220;NSF
TENNESSEE STATE UNIVERSITY;$399,807;NSF
UNIVERSITY OF ILLINOIS;$250,000;NSF
UNIVERSITY OF NEW MEXICO;$479,999;NSF
UNIVERSITY OF CALIFORNIA, IRVINE;$249,793;NSF
UNIVERSITY OF TEXAS AT AUSTIN;$200,000;NSF
SRI INTERNATIONAL;$249,516;NSF
REGENTS OF THE UNIVERSITY OF MINNESOTA;$310,960;NSF
VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY;$325,000;NSF
UNIVERSITY OF HOUSTON SYSTEM;$140,424;NSF
RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK;$364,999;NSF
UNIVERSITY OF SOUTHERN CALIFORNIA;$285,000;NSF
UNIVERSITY OF WISCONSIN SYSTEM;$325,000;NSF
HARVARD COLLEGE, PRESIDENT & FELLOWS OF;$115,000;NSF
OHIO STATE UNIVERSITY, THE;$366,737;NSF
UNIVERSITY OF ALABAMA;$19,791;NSF
JOHNS HOPKINS UNIVERSITY, THE;$270,000;NSF
JOHNS HOPKINS UNIVERSITY, THE;$250,000;NSF
NEW MEXICO STATE UNIVERSITY;$399,998;NSF
OHIO UNIVERSITY;$290,000;NSF
UNIVERSITY OF ILLINOIS;$800,000;NSF
MICHIGAN STATE UNIVERSITY;$39,910;NSF
TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION;$56,764;NSF
UNIVERSITY OF ILLINOIS;$300,000;NSF
PURDUE UNIVERSITY;$126,243;NSF
RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK, THE;$250,000;NSF
TRUSTEES OF UNION COLLEGE IN THE TOWN OF SCHENECTADY IN THE STATE OF NEW YORK;$99,962;NSF
NORTHEASTERN UNIVERSITY;$199,880;NSF
UNIVERSITY OF NOTRE DAME DU LAC;$285,000;NSF
UNIVERSITY OF KENTUCKY;$139,907;NSF
REGENTS OF THE UNIVERSITY OF COLORADO, THE;$219,187;NSF
NEW YORK UNIVERSITY;$219,999;NSF
UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL;$270,000;NSF
GEORGIA TECH RESEARCH CORPORATION;$170,000;NSF
COLORADO STATE UNIVERSITY;$312,500;NSF
NORTH DAKOTA STATE UNIVERSITY;$255,000;NSF
OHIO STATE UNIVERSITY, THE;$100,000;NSF
NORTHWESTERN UNIVERSITY;$99,996;NSF
JOHNS HOPKINS UNIVERSITY, THE;$199,877;NSF
;$170,000;NSF
BERMUDA INSTITUTE OF OCEAN SCIENCES (BIOS) INC.;$50,476;NSF
FLORIDA GULF COAST UNIVERSITY;$84,959;NSF
UNIVERSITY OF SOUTH FLORIDA;$89,545;NSF
UNIVERSITY OF CALIFORNIA, SAN DIEGO;$7,000;NSF
URSINUS COLLEGE;$4,813;NSF
DUKE UNIVERSITY;$137,900;NASA
RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY;$295,659;NSF
UNIVERSITY OF ALASKA SOUTHEAST;$111,745;NSF
WOODS HOLE OCEANOGRAPHIC INSTITUTION;$99,809;NSF
CARNEGIE MELLON UNIVERSITY;$52,675;NSF
LOUISIANA STATE UNIVERSITY SYSTEM;$100,773;NSF
UNIVERSITY OF MARYLAND;$382,558;NASA
TEXAS A & M UNIVERSITY;$43,893;NSF
JOHNS HOPKINS UNIVERSITY, THE;$252,124;NSF
CARNEGIE MELLON UNIVERSITY;$400,000;NSF
TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION;$135,150;NSF
MONTEREY BAY AQUARIUM RESEARCH INSTITUTE;$276,790;NSF
TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK;$143,852;NSF
UNIVERSITY OF CALIFORNIA, IRVINE;$225,000;NSF
UNIVERSITY OF MEMPHIS, THE;$140,000;NSF
UNIVERSITY OF CALIFORNIA, SAN DIEGO;$1,437,759;NSF
UNIVERSITY OF NORTH TEXAS;$26,206;NSF
UNIVERSITY OF MARYLAND;$57,465;NASA
MASSACHUSETTS INSTITUTE OF TECHNOLOGY;$110,073;NSF
JAMES MADISON UNIVERSITY;$62,281;NSF
BRIGHAM YOUNG UNIVERSITY;$136,000;NASA
AUBURN UNIVERSITY;$50,000;NASA
UNIVERSITY OF ARIZONA;$136,000;NASA
UNIVERSITY OF CALIFORNIA, LOS ANGELES;$130,541;NASA
WOODS HOLE OCEANOGRAPHIC INSTITUTION;$1,464,664;NSF
UNIVERSITY OF TEXAS AT AUSTIN;$224,084;NSF
UNIVERSITY OF WASHINGTON;$138,840;NSF
WESTERN WASHINGTON UNIVERSITY;$200,000;NSF
UNIVERSITY OF MISSOURI SYSTEM;$118,391;NSF
REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE;$301,499;NASA
AMERICAN ASSOCIATION FOR AEROSOL RESEARCH;$15,000;NASA
UNIVERSITY OF ALASKA FAIRBANKS;$847,030;NSF
IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY;$476,027;NSF
PURDUE UNIVERSITY;$120,000;NASA
ARIZONA STATE UNIVERSITY;$239,975;NASA
UNIVERSITY OF FLORIDA;$399,426;NSF
UNIVERSITY OF ARIZONA;$7,500;NSF
TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK;$1,356,953;NSF
YALE UNIVERSITY;$449,721;NSF
WOODS HOLE OCEANOGRAPHIC INSTITUTION;$599,667;NSF
REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE;$25,000;NSF
TRUSTEES OF PRINCETON UNIVERSITY, THE;$450,000;NSF
UNIVERSITY OF SOUTH CAROLINA;$273,926;NSF
UNIVERSITY OF CALIFORNIA, SAN DIEGO;$204,579;NSF
TEXAS A & M UNIVERSITY;$796,305;NSF
UNIVERSITY OF WISCONSIN SYSTEM;$100,000;NSF
TEXAS A & M UNIVERSITY;$320,320;NSF
FLORIDA INSTITUTE OF TECHNOLOGY, INC.;$98,592;NSF
DUKE UNIVERSITY;$99,999;NSF
TRUSTEES OF PRINCETON UNIVERSITY, THE;$0;NSF
WOODS HOLE OCEANOGRAPHIC INSTITUTION;$99,990;NSF
UNIVERSITY OF ARIZONA;$49,483;NASA
REGENTS OF THE UNIVERSITY OF MICHIGAN;$181,359;NSF
UNIVERSITY OF MARYLAND;$400,000;NSF
UNIVERSITY OF FLORIDA;$118,508;NASA
UNIVERSITY OF CALIFORNIA, SANTA CRUZ;$32,536;NASA
TEXAS TECH UNIVERSITY SYSTEM;$49,943;NSF
IUP RESEARCH INSTITUTE;$91,795;NSF
UNIVERSITY OF CALIFORNIA, LOS ANGELES;$176,032;NSF
UNIVERSITY OF TENNESSEE;$8,000,000;NSF
NORTH DAKOTA STATE UNIVERSITY;$410,000;NSF
UTAH STATE UNIVERSITY;$82,366;NASA
PURDUE UNIVERSITY;$136,000;NASA
UNIVERSITY OF MARYLAND BALTIMORE COUNTY;$155,867;NASA
UNIVERSITY OF MARYLAND;$136,000;NASA
UNIVERSITY OF ALABAMA;$130,120;NASA
UNIVERSITY OF WASHINGTON;$136,000;NASA
UNIVERSITY OF SOUTH FLORIDA;$136,000;NASA
LELAND STANFORD JUNIOR UNIVERSITY, THE;$136,000;NASA
RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY;$136,000;NASA
UNIVERSITY OF HAWAII SYSTEMS;$133,540;NASA
COLORADO STATE UNIVERSITY;$447,000;NSF
CALIFORNIA INSTITUTE OF TECHNOLOGY;$136,500;NSF
UNIVERSITY OF NEW MEXICO;$115,429;NSF
UNIVERSITY OF SOUTHERN CALIFORNIA;$235,459;NSF
PENNSYLVANIA STATE UNIVERSITY, THE;$179,604;NSF
UNIVERSITY OF WASHINGTON;$404,997;NSF
SRI INTERNATIONAL;$110,247;NSF
UNIVERSITY OF IOWA, THE;$394,746;NSF
REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE;$1,055,762;NASA
UNIVERSITY OF WISCONSIN SYSTEM;$102,759;NSF
UNIVERSITY OF MASSACHUSETTS;$353,436;NSF
UNIVERSITY OF MARYLAND;$460,000;NSF
UNIVERSITY OF MAINE SYSTEM;$630,000;NSF
UNIVERSITY OF MASSACHUSETTS;$341,000;NSF
CORNELL UNIVERSITY, INC;$391,302;NSF
UNIVERSITY OF CONNECTICUT;$299,991;NSF
WASHINGTON UNIVERSITY, THE;$330,000;NSF
WASHINGTON STATE UNIVERSITY;$380,938;NSF
UNIVERSITY OF FLORIDA;$125,176;NSF
UNIVERSITY OF WISCONSIN SYSTEM;$130,001;NSF
UNIVERSITY OF CALIFORNIA, IRVINE;$53,333.45;NSF
UNIVERSITY OF FLORIDA;$149,319;NASA
UNIVERSITY OF CALIFORNIA, SAN DIEGO;$127,818;NSF
UNIVERSITY OF MARYLAND;$600,000;NSF
ALABAMA A & M UNIVERSITY;$289,903;NSF
NORTHWESTERN UNIVERSITY;$299,932;NSF
UNIVERSITY OF ILLINOIS;$140,225;NSF
TRUSTEES OF INDIANA UNIVERSITY;$599,985;NSF
CALIFORNIA INSTITUTE OF TECHNOLOGY;$368,842;NSF
UNIVERSITY OF TEXAS AT DALLAS;$112,471;NSF
REGENTS OF THE UNIVERSITY OF MINNESOTA;$599,541;NSF
CLEMSON UNIVERSITY;$180,000;NSF
DOWNEAST INSTITUTE FOR APPLIED MARINE RESEARCH AND EDUCATION;$394,730;NSF
UNIVERSITY OF MAINE SYSTEM;$306,015;NSF
UNIVERSITY OF MASSACHUSETTS;$46,688;NSF
TRUSTEES OF PRINCETON UNIVERSITY, THE;$4,200;NSF
AUGUSTANA COLLEGE ASSOCIATION, THE;$74,656;NSF
OHIO UNIVERSITY;$83,312;NSF
TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA;$299,999;NSF
NORTHWESTERN UNIVERSITY;$263,236;NSF
CASE WESTERN RESERVE UNIVERSITY;$98,000;NSF
UNIVERSITY OF MARYLAND;$453,990;NSF
UNIVERSITY OF CALIFORNIA, IRVINE;$240,000;NSF
UNIVERSITY OF MASSACHUSETTS;$267,000;NSF
REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE;$546,000;NSF
KENT STATE UNIVERSITY;$400,000;NSF
UNIVERSITY OF IOWA, THE;$399,998;NSF
UNIVERSITY SYSTEM OF NEW HAMPSHIRE;$400,000;NSF
MIAMI UNIVERSITY;$430,000;NSF
JOHNS HOPKINS UNIVERSITY, THE;$199,561;NSF
UNIVERSITY OF MAINE SYSTEM;$235,494;NSF
MASSACHUSETTS INSTITUTE OF TECHNOLOGY;$196,318;NSF
GEORGE MASON UNIVERSITY;$108,000;NSF
GEORGIA TECH RESEARCH CORPORATION;$396,799;NSF
INTERNATIONAL FOOD POLICY RESEARCH INSTITUTE;$252,033;NSF
RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK;$184,588;NSF
GEORGIA TECH RESEARCH CORPORATION;$200,000;NSF
MIDWESTERN UNIVERSITY;$52,899;NSF
UNIVERSITY OF SOUTHERN CALIFORNIA;$63,080;NSF
THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK;$12,570;NSF
CSUB AUXILIARY FOR SPONSORED PROGRAMS ADMINISTRATION;$425,148;NSF
UNIVERSITY OF CALIFORNIA, SANTA BARBARA;$65,760;NSF
UNIVERSITY OF CALIFORNIA, SANTA CRUZ;$135,450;NSF
UNIVERSITY OF HAWAII SYSTEMS;$34,329;NSF
BROWN UNIVERSITY IN PROVIDENCE IN STATE OF RI AND PROVIDENCE PLANTATIONS;$7,182;NSF
BROWN UNIVERSITY IN PROVIDENCE IN STATE OF RI AND PROVIDENCE PLANTATIONS;$149,013;NSF
CALIFORNIA INSTITUTE OF TECHNOLOGY;$180,812;NSF
NORTHEASTERN UNIVERSITY;$136,000;NASA
TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA;$136,000;NASA
MASSACHUSETTS INSTITUTE OF TECHNOLOGY;$136,000;NASA
UNIVERSITY OF CALIFORNIA, SANTA BARBARA;$136,000;NASA
GEORGIA TECH RESEARCH CORPORATION;$136,000;NASA
YALE UNIVERSITY;$0;NSF
JAMES MADISON UNIVERSITY;$210,000;NSF
UNIVERSITY OF ROCHESTER;$272,281;NSF
UNIVERSITY OF CALIFORNIA, SANTA CRUZ;$380,408;NASA
UNIVERSITY OF CHICAGO, THE;$11,994;NSF
NORTHWESTERN UNIVERSITY;$250,933;NSF
BOISE STATE UNIVERSITY;$197,273;NSF
PENNSYLVANIA STATE UNIVERSITY, THE;$144,400;NSF
REGENTS OF THE UNIVERSITY OF MINNESOTA;$158,301;NSF
LELAND STANFORD JUNIOR UNIVERSITY, THE;$359,389;NSF
CORNELL UNIVERSITY, INC;$420,000;NSF
NEW YORK UNIVERSITY;$721,540;NSF
THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK;$435,000;NSF
NORTHEASTERN UNIVERSITY;$498,783;NSF
COLORADO STATE UNIVERSITY;$260,921;NSF
IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY;$68,000;NASA
MASSACHUSETTS INSTITUTE OF TECHNOLOGY;$68,000;NASA
UNIVERSITY OF TEXAS AT AUSTIN;$400,000;NSF
WASHINGTON STATE UNIVERSITY;$1,675,000;NSF
UNIVERSITY OF WISCONSIN SYSTEM;$405,000;NSF
TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK;$194,872;NSF
UNIVERSITY OF MAINE SYSTEM;$21,450;NSF
NEW MEXICO HIGHLANDS UNIVERSITY;$154,422;NSF
CORNELL UNIVERSITY, INC;$43,236;NSF
RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA;$204,010;NSF
NORTHERN ARIZONA UNIVERSITY;$600,007;NSF
EMBRY-RIDDLE AERONAUTICAL UNIVERSITY INC;$199,339;NSF
EMORY UNIVERSITY;$269,999;NSF
WOODS HOLE RESEARCH CENTER, INC., THE;$166,646;NSF
LELAND STANFORD JUNIOR UNIVERSITY, THE;$256,403;NSF
UNIVERSITY OF ALABAMA;$193,748;NSF
DE PAUL UNIVERSITY;$199,565;NSF
GORDON RESEARCH CONFERENCES INC;$15,680;NSF
UNIVERSITY OF CALIFORNIA, SANTA BARBARA;$5,400;NSF
UNIVERSITY OF CALIFORNIA, IRVINE;$160,000;NASA
UNIVERSITY OF NEVADA, RENO;$299,950;NSF
UNIVERSITY OF CENTRAL FLORIDA;$230,000;NSF
WAYNE STATE UNIVERSITY (INC);$400,000;NSF
THE UNIVERSITY OF AKRON;$440,000;NSF
UNIVERSITY OF OREGON;$490,000;NSF
PORTLAND STATE UNIVERSITY;$389,944;NSF
ARIZONA STATE UNIVERSITY;$207,180;NSF
RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK, THE;$36,000;NSF
UNIVERSITY OF CALIFORNIA, DAVIS;$420,000;NSF
UNIVERSITY OF HAWAII SYSTEMS;$3,979,020;NSF
NEW YORK UNIVERSITY;$320,000;NSF
FLORIDA A & M UNIVERSITY;$762,389;NSF
UNIVERSITY OF ILLINOIS;$112,424;NASA
DUKE UNIVERSITY;$378,495;NSF
FLORIDA STATE UNIVERSITY, THE;$236,199;NSF
AMERICAN METEOROLOGICAL SOCIETY, INC.;$216,788;NASA
PURDUE UNIVERSITY;$289,998;NSF
UNIVERSITY OF MISSOURI SYSTEM;$130,020;NASA
VANDERBILT UNIVERSITY, THE;$135,658;NASA
TRUSTEES OF PRINCETON UNIVERSITY, THE;$135,948;NASA
PAINE COLLEGE, THE;$342,899;NSF
PURDUE UNIVERSITY;$359,000;NSF
UNIVERSITY OF MASSACHUSETTS;$198,300;NSF
NEW JERSEY INSTITUTE OF TECHNOLOGY;$48,339;NSF
RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA;$22,904.64;NASA
TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION;$68,850;NSF
UNIVERSITY OF MARYLAND;$60,794;NASA
PENNSYLVANIA STATE UNIVERSITY, THE;$1,122,960;NSF
UNIVERSITY OF RHODE ISLAND;$143,000;NSF
IOWA LAKES COMMUNITY COLLEGE;$648,000;NSF
UNIVERSITY OF ALABAMA IN HUNTSVILLE;$34,909.47;NASA
NEW YORK UNIVERSITY;$7,928;NSF
UNIVERSITY OF MARYLAND;$1,146,373;NSF
UNIVERSITY OF GEORGIA RESEARCH FOUNDATION, INC.;$1,175,214;NSF
UNIVERSITY OF CALIFORNIA, IRVINE;$465,000;NSF
PENNSYLVANIA STATE UNIVERSITY, THE;$354,153;NSF
PENNSYLVANIA STATE UNIVERSITY, THE;$180,000;NSF
VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY;$199,575;NSF
TEXAS A & M UNIVERSITY;$390,000;NSF
THE UNIVERSITY OF AKRON;$420,000;NSF
REGENTS OF THE UNIVERSITY OF COLORADO, THE;$474,919;NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN;$15,101;NASA
GEORGIA TECH RESEARCH CORPORATION;$67,447;NASA
NEW YORK UNIVERSITY;$431,745;NSF
UNIVERSITY OF CALIFORNIA, DAVIS;$399,576;NSF
YALE UNIVERSITY;$190,818;NSF
HOWARD UNIVERSITY, INC.;$373,899;NSF
BOISE STATE UNIVERSITY;$192,172;NSF
TEXAS A & M UNIVERSITY;$242,541;NSF
LELAND STANFORD JUNIOR UNIVERSITY, THE;$449,975;NSF
LOUISIANA TECH UNIVERSITY;$120,000;NSF
TRUSTEES OF TUFTS COLLEGE INC;$300,000;NSF
FISK UNIVERSITY;$1,071,338;NSF
UNIVERSITY OF TEXAS AT SAN ANTONIO;$254,417;NSF
WOODS HOLE OCEANOGRAPHIC INSTITUTION;$477,409;NSF
OAKLAND UNIVERSITY;$129,999;NSF
PURDUE UNIVERSITY;$400,842;NSF
RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK, THE;$199,777;NSF
GEORGIA TECH RESEARCH CORPORATION;$99,808;NSF
TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK;$457,115;NSF
UNIVERSITY OF CALIFORNIA, SANTA BARBARA;$7,500;NSF
URSINUS COLLEGE;$85,660;NSF
UNIVERSITY OF CALIFORNIA, SAN DIEGO;$85,047;NSF
UNIVERSITY OF MARYLAND;$300,180;NSF
REGENTS OF THE UNIVERSITY OF MINNESOTA;$86,575;NSF
THE GEORGE WASHINGTON UNIVERSITY;$281,242;NSF
UNIVERSITY OF SOUTHERN CALIFORNIA;$99,996;NSF
UNIVERSITY OF CALIFORNIA, DAVIS;$317,743;NSF
OKLAHOMA STATE UNIVERSITY;$26,760;NSF
;$333,575;NSF
LOUISIANA STATE UNIVERSITY SYSTEM;$353,137;NSF
COLORADO STATE UNIVERSITY;$492,852;NSF
WORCESTER POLYTECHNIC INSTITUTE;$303,201;NSF
UNIVERSITY OF SOUTH FLORIDA;$310,925;NSF
UNIVERSITY OF GEORGIA RESEARCH FOUNDATION, INC.;$300,000;NSF
